ENTITY, TYPE, COUNT
New York avant le ter mai,LOC,2
descrito en WCC NEWS de noviembre pasado,MISC,2
metros cuadrados de espacio de galeria para,PER,2
one of the two schools offering ,MISC,2
by the faculty and students themselves,MISC,2
All students must be 18 years of,MISC,2
advance of your arrival at Pilchuck,MISC,2
verriers étrangers de France et des Pays-Bas,ORG,2
la Sede del WCC enviara a cada,LOC,2
Haus den Generalsekretar des World Crafts Council,LOC,2
Director para programas del Centro Cientifico de Ontario,PER,2
el Dr. J. J. E. Salden,LOC,2
aanwezigheid van o.a.     de heren Douwes,PER,2
tubes plastiques  Soudage des tuyaux de plomb,MISC,2
Désinfection 4 la flamme - Brasages,MISC,2
techniek of een keramische decoratie op,LOC,2
Na de Tweede Wereldoorlog zou hij,LOC,2
Het glas wordt weer verhit en,MISC,2
exchange of ideas and technical informa- ,ORG,2
Het ontwerp van Peter van Kempen ,PER,2
Het ontwerp van Roland de Jong,PER,2
Dorothy R. Saxe George B. Saxe Mary Shirley  ,PER,2
Behandeling van de adviezen door de Adviescommissie-BPBK,PER,2
wordt de ontwikkeling van het vrije glas,PER,2
wordt dan voor de LTS 125,PER,2
dan de waardering voor het alleen maar,PER,2
the studio of the Penland School,MISC,2
het Zonnehuis is de winter- vraag verminderd,MISC,2
kWh en een basisverbruik van 1000 kWh/jaar,MISC,2
afternoon lecture during the coming IX,MISC,2
Maitre d’Atelier at the Ecole Nationale,PER,2
’ These are not my words,MISC,2
“Ninety-five per cent or even more,MISC,2
’ Such schools can have certain,MISC,2
work—he has all the facilities available,MISC,2
largely a survival from Victorian times,LOC,2
’ Students entering art schools to-days,MISC,2
The senior level will be reached,MISC,2
art is a difficult one and,MISC,2
he said really very few schools,PER,2
The school is divided into eight,ORG,2
with Mr. Aujame but the problem,PER,2
ling van de glaskunst te bevorderen,PER,2
geinstalleerd met de opdracht de volgende,PER,2
Notulen van de vergadering van 4,PER,2
i.e. at the end of the,MISC,2
Vietnam en Laos heeft hij dan,LOC,2
iets wat hem kwaad maakt of ,ORG,2
Het bourgeois-zoontje van de fotohandelaar uit Nijmegen,PER,2
zeg je de crew gedag en verdwijnt,MISC,2
haast een film met Garbo heeft gemaakt,LOC,2
The 400 million en Before Spring ,MISC,2
the gaudy style of the rooms served as,MISC,2
By covering every possible surface with contro- ,MISC,2
van de pioniers van de "beweging,PER,2
industrias privadas y a sus tradiciones culturales,PER,2
van het Art Glass Centre op technische,PER,2
Instead of the planned number of,MISC,2
Publication and distribution of the Report,MISC,2
Het bestuur van de Stichting Museum ,PER,2
mogelijkheid van ook glas hierbij te,PER,2
Factory Break and Retained for Personal Use“,PER,2
Glass Contacts Originating from the Bavarian Woods,ORG,2
The Artist as his own Patron“ ,MISC,2
dat tot het hbo wordt gerekend,ORG,2
dat de toelating tot de avondstudies,MISC,2
Koninklijke Akademie voor Kunst en Vormgeving ,ORG,2
la période de l’aprés-guerre marque la ,LOC,2
que le succés public de cette,MISC,2
provided for use with the heat-cool ,ORG,2
over de oprichting van de Vereniging,PER,2
op witte fond dat van 1935,MISC,2
stof is vrij gemakkelijk te imiteren,ORG,2
en Sonstitutiewater en hoe kan men ,ORG,2
I will never forget the moon- ,MISC,2
Museum Frauenau en is ook betrokken,LOC,2
antiquity already signed his crafts objects,ORG,2
The artist out of the wrong ,MISC,2
suddivise per ogni cassa o imballaggio,MISC,2
Please indicate net and gross weight,PER,2
welke zij voor haar decoraties verkiest,PER,2
een speciale oven wordt de voorstelling ,MISC,2
idea which came into being spontaneou- ,PER,2
is made by the artists who,MISC,2
Je suis la honte du village,MISC,2
ondernemen op het gebied van de kunst,ORG,2
Maar ook geldt het voor de ,ORG,2
Op onze tentoonstelling zal een aantal,MISC,2
het project van het Comité Archieven,MISC,2
take advantage of re- lated UNESCO programs,MISC,2
with the craft leaders and crafts- ,MISC,2
poses as approved by the Direction,MISC,2
the work of the World Crafts Council,MISC,2
dat de geest van de Italiaanse,PER,2
bij de aanvang van de cursus,PER,2
Phelan Bright Jack Lenor Larsen Virginia Briz,PER,2
Kenneth Callahan Charlotte A. Candelaria Dr. and Mrs,PER,2
William Pierce Susan Pitkethly Francine Popkin Mr. and Mrs,PER,2
Lee Gingrich Joanna Pyle Dr. and Mrs,PER,2
Alan E. Goldberg Mr. and Mrs,PER,2
William Smith Dr. Paul B. Brown ,PER,2
William Weyerhaeuser C. Richard Williams Donald A. Winkelmann,PER,2
David Schumacher J. Todd Hope Michael Scott ,PER,2
De Internationale Broederschap" van Professor van Rees,MISC,2
daarvan kan de geschiedenis van de ,PER,2
Niet het dagelijks leven van de arbeider ,PER,2
het doorgeven van het proces van kunstproducen- ,MISC,2
Een overleefd ding zal door een nieuw,PER,2
ik voor handhaving van het begrip,ORG,2
De vorm wordt met een voetpedaal,MISC,2
Wat treft is de neiging om,LOC,2
Clinge en Galerie het Oude Raadhuis,ORG,2
Na zijn opleiding aan de Academie,ORG,2
het gebruik van pate de verre ,PER,2
Dierick-van de Ven opent de bijeenkomst,PER,2
The organisation of exhibitions relies on,ORG,2
New works added to the collection  ,ORG,2
the traditional Japanese way of thinking,MISC,2
demonstrated and ex- plored in the studio,MISC,2
terug van de zeer oude combinatie kunstenaar-handwerksman,PER,2
aan de hand van een schriftelijke,PER,2
as it applies to flat  and three-dimensional,MISC,2
He has exhibited at the Carlyn Gallery,MISC,2
Supported by the Agency for Cultural Affaires,MISC,2
materiaal van Leerdam de hand te kun- ,PER,2
van de pioniers van  de vrije glaskunst,PER,2
that you can actually understand and ,MISC,2
glass viscosity and coefficient of expansion calculation,ORG,2
deux émissions de télévision et présence ,PER,2
International Council of Graphic Design Associations,ORG,2
mark the number of entries being mailed,MISC,2
If unable to obtain U.S. postage,MISC,2
If additional Entry Forms are needed,MISC,2
gaas op de pun- ten gelast is,ORG,2
werd tijdens de voordrachten van ons ,PER,2
’intervention de la Ville de Liége,LOC,2
sino para el publico en ge- ,PER,2
el Consejo Mundial de Artes y Oficios,LOC,2
dia's en video's zal deel gaan uitmaken,MISC,2
the burden of history is ours,ORG,2
Het wegnemen van de flaws kan,PER,2
De voorkeur gaat uit naar foto's,MISC,2
National Museum of Popular Arts and Industries,ORG,2
Belgium and the Victoria and Albert Museum,ORG,2
Has won many awards and is represented,MISC,2
créateurs verriers mais aussi des plasticiens,ORG,2
les jeunes verriers pour se frayer les,ORG,2
not for profit but for fun,MISC,2
International Conference on the theme ‘,ORG,2
again went on in the workshop,ORG,2
Nikos and Richard demonstrated the lattecinio technique,PER,2
free-lance ontwerper voor de Royal Glasfabriek,PER,2
bij Frans van Eck of Arie Vlaming,PER,2
gelegenheid van de expositie van het ,PER,2
We bezochten inderdaad la Biot en,MISC,2
For more information on joining the Pilchuck Society,MISC,2
is experimental and can be seen at ,ORG,2
The M temperature of the anealing,MISC,2
To re-establish the mural function of painting,MISC,2
the school should be free and,ORG,2
on the problem of art education,MISC,2
may contribute to the growth of ,MISC,2
a kind of deed of assignment ,MISC,2
The artist borrowed from and nourished,MISC,2
que |’étudiant découvrira et mettra en ,MISC,2
een be- langrijk centrum en blonk uit,MISC,2
de loop van de 18de eeuw ,MISC,2
sailed it some weeks through Holland,MISC,2
een 3/4 jasje voor het strand ,MISC,2
Aanbrengen van welpasta op de opstaande,PER,2
eux-méme sous la direction de Sybren,PER,2
la gravure au jet de sable,LOC,2
een belangrijke toename van het aantal advertenties,PER,2
wordt de specifieke vraag van het z.g,PER,2
techniek van de kapitalistiese maatschappij op de ,PER,2
dan ook gericht op de machinale produktie,ORG,2
One Two of the following classes,MISC,2
Lauréat de la fondation de France,PER,2
the desired shape is built up,MISC,2
van de hand van Dick van Reeuwijk,PER,2
met zijn leerlingen van de Glasschool,PER,2
based on traditional techniques and know-how,MISC,2
space and playing on their colours,MISC,2
This type of glass can be divided,MISC,2
The future will be dominated by “,MISC,2
dreams beyond the scope of our ,MISC,2
van zijn taak en met de ,PER,2
op dat van het teken en met,MISC,2
Om dit goed duidelijk te maken,ORG,2
maar ze de rekenkunde op een meer,LOC,2
Dit kan zelfs bij het slachtoffer,MISC,2
u te pas en te onpas,MISC,2
dan overziet hij vaak beter de situatie,PER,2
warren van de bestemming van industrie ,PER,2
is van een zéér belangrijk stuk,MISC,2
the drop of temperature per inch,MISC,2
Interpretation and recording of the discussions  ,MISC,2
het OLVG voor de tweede liesbreuk,MISC,2
tussen het onderwijs aan het instituut,ORG,2
naam van de leerling        ,PER,2
Retrospective Exhibition of works by Victor Pasmore,ORG,2
Déja de premieres mesures ont été prises,PER,2
het vormen van glas tot het,MISC,2
gecompenseerd wordt door de besparing aan raamconstructies,PER,2
een oven dlleen maar door Durk,PER,2
de eerste plaats de integratie van zijn,LOC,2
Italié of je bent al verliefd,LOC,2
the particulér themes for discussion were:-—  ,MISC,2
representing the International Council of Museums,MISC,2
gevolg van de toepassing van technieken,PER,2
obliged to meet all our expenses,MISC,2
it is because of our additional ,MISC,2
as preparation for the Montreux Conference,MISC,2
Can we afford to cut expenses,MISC,2
Patch for very many more years,MISC,2
It seems now is the time,MISC,2
that you may study them ahead,MISC,2
Ecole Nationale Supérieure de Création Industrielle,ORG,2
Member of the Highland Home Industries Association,PER,2
Studied at the Ontario College of Art,LOC,2
Department of Art Education and Constructive Design,ORG,2
omdat de hoedanigheid van het kunst- ,PER,2
hij aanwezig zijn met een aantal,ORG,2
en ruitenvrouw de vrouw van Lode- ,MISC,2
Museum Boymans van Beuningen te Rotterdam,LOC,2
Second Meeting of the General Assembly  ,MISC,2
seeks to raise the standards of,MISC,2
arts and of craftsmen as creative,ORG,2
Areas of government aid to craftsmen”,MISC,2
Showing of W.C.C. collection of slides,MISC,2
Frans en Marja de Boer Studio,MISC,2
plaats door de ledenvergadering van de Vereniging,PER,2
wordt mede bepaald door een dergelijke,PER,2
if art education was about the concepts,ORG,2
teaching could be a very clear resolution,LOC,2
account as possible of the proceedings,ORG,2
Referring to the need for resolutions,MISC,2
he suggested that Mr. Masuda should ,ORG,2
exchanges of Japanese students or teachers,MISC,2
than to have the opportunity of,MISC,2
en verantwoordelijkheden voor de school heeft Valkema,MISC,2
the fifties—hailed by critics as a,MISC,2
Mr. E. L. L. de Wilde,PER,2
adopted  by the Faculty on May 25,MISC,2
Robert Seidl Steven Shahbaghlian  Sharon & Barclay Simpson ,PER,2
Sally Kitchell Fund  William Traver Gallery Pamina Traylor,PER,2
Robert A. Huret Interiors By Jag Dorothy Johnson  ,PER,2
The Laird Collection  David Lake  Dr. Steven Lanster,MISC,2
John W. Riley III Marvin & Ethel,PER,2
the guests at the Shaftesbury Hotel,MISC,2
mais nous n’avions pas besoin des ,MISC,2
les voir a Sars poteries ainsi,LOC,2
le Musée du Verre de Sars Poteries,LOC,2
aux U.S.A. et méme au Japon !,MISC,2
Leerdam by L. van der Linden,LOC,2
waar hij bij Sam Herman aan,PER,2
It's supposed to be a refining,MISC,2
wear a respirator and treat them,ORG,2
The Britannica Encyclopedia of American Art,MISC,2
Lauréat de la Fondation de France ,PER,2
’t make it easier for a commissioner,MISC,2
The colours of the linoleum for instance,MISC,2
that everybody could do with it what,PER,2
het een gebrek aan continuiteit en ,MISC,2
Hartog en Leendert van der Linden ... ,MISC,2
build;the small ones made on the,ORG,2
een door de studenten gemaakt wijnglas,PER,2
bij circulaire RO-268 van 10 januari,MISC,2
een belangrijk deel van de beschik- ,MISC,2
het Nieuwe de la Mar Theater,LOC,2
Klein over de toekenning van staf-  ,LOC,2
maken van de problemen van het,PER,2
verzoek aan de staatssekretaris  om een aantal,PER,2
en de Lochemse werkgroep voor het,LOC,2
said the planes could not be flown,MISC,2
inspected for pOssi- ble trim tab defects,MISC,2
led him to a chain of,LOC,2
tijd is geweest van zedelijk gedrag,MISC,2
The jewel of the Nile’’ 12,MISC,2
helft van de inkomsten van zijn,PER,2
de eerste fasen van het proces,MISC,2
tussen het onderwijs aan de "kunstnijverheidsschool" ,ORG,2
the international glassworld for his unica,MISC,2
exactly this field that a very,LOC,2
American industry has begun to look to,MISC,2
veel invloed van de skandinavische glasmakers,ORG,2
een onderzoeker en een harde werker,PER,2
upper divis- ion counselor for that major,LOC,2
tijdens het verloop van de lessen ,ORG,2
Voor het verwerven van feitelijke kennis,PER,2
the number of places is limited,MISC,2
Een en ander vanuit de gedachte ,MISC,2
collages and drawings from a solo ,MISC,2
een ‘school voor glasversiering en ver— ,ORG,2
With painting and engraving etc. the,MISC,2
offered as required and as available  ,MISC,2
’ which can double as a,ORG,2
Voor de vaststelling van het salaris,PER,2
van de directeur van een avondschool,PER,2
op basis van het totaal aantal,MISC,2
uiteraard bij de vergelijking van het,PER,2
could discuss with Brian and Zahara Hughes,PER,2
selection committee of the Furniture Design Office,ORG,2
Vice-chairman of art for the Korean Committee,MISC,2
aan het onderhoud van de “,MISC,2
Gerlach & Co Sdi phol-centrum Amsterdam te verzenden aan,ORG,2
O Tour 24 Mountain Tour AS,MISC,2
por el teatro o el concerto,ORG,2
The knowledge of the human body,MISC,2
prouvé la vitalité soutenue du Conseil,PER,2
Mr. R. Vanjah Richards du Libéria,PER,2
Nous demandons aux artisans du monde,MISC,2
ha sido enviado a todos los ,MISC,2
wordt de werking en opbrengst van ,PER,2
het comfort van de woning enz,PER,2
aangepast zijn aan de bouwwijze met,LOC,2
gegevens van de gekozen artikelen bereikan  ,PER,2
And one of the best is,MISC,2
because you're only oxidizing the surface,PER,2
except something happens with the atmosphere,MISC,2
It's a dark glass and you ,MISC,2
is a case of getting zinc,MISC,2
L.A. Andrew III Margery Aronson Mary W. Auryansen,PER,2
Lucius D. Hill Ill Mr. and Mrs,PER,2
Joseph L. McCarthy Judy Menashe The Mendel Foundation ,PER,2
werd weer de halfjaarlijkse tentoonstelling van ,PER,2
America and their contribution to glass" ,LOC,2
glass instead of on the surface,MISC,2
and a new book of his ,ORG,2
currently Managing Director of Betsy Rosenfield Gallery,MISC,2
opportunity to study the most outstanding glass,MISC,2
and the development of strong artistic concepts,ORG,2
He has been a master blower,MISC,2
His current solo exhibition at the Musee,MISC,2
the little- furnace-project demonstrated during the glass ,MISC,2
even if it is more expensive than,ORG,2
om een scherf waarvan de kleur,MISC,2
One was the varying aspects of Negro,MISC,2
The great value of such docu- ,MISC,2
One of the ways to effect,MISC,2
The help and recommendations of spe- ,ORG,2
and the increase of cultural action,MISC,2
The situation of the fine arts,MISC,2
Seminar on the preservation of African,MISC,2
Development of the African Cinema     ,MISC,2
het blok met hoge sneheid te verlaten,MISC,2
You remember the blue raffle tickets,MISC,2
instead of leaving planning for 1970,ORG,2
the real purpose of the Conference,MISC,2
Crissey Flowers and Gifts Mr. and Mrs,PER,2
William Morris Bert Van Loo Michael Glancy,PER,2
from his friends on a continuing,MISC,2
Charles L. Cleek Mr. and Mrs,PER,2
Bernard G. Evans Mr. and Mrs,PER,2
Ripley Leo Ann M. Lukacs Mr. and Mrs,PER,2
Frank Hiscock Miss Ruth Hoffman Mr. Paul Hollister ,PER,2
Coe V. Malone Colleen Maloney Mr. and Mrs,PER,2
Xie Olanie Reba O'Neil Alice Ordway Dr. and Mrs,PER,2
